Period,UNI,Status,JobType,Price (tax not included),Pricewithtax,Date,Time,Notes,Employee UNI,Paid/Unpaid,
Final 0809_hw2445.pdf,hw2445,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,
sp3057_final boards.pdf,sp3057,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),drp2122,Unpaid,
yk2602 FINAL3.pdf,yk2602,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,
zs2240_studio final boards.pdf,zs2240,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,
xw2308-final board.pdf,xw2308,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,
yl 3043. Final Studio Board..pdf,yl3043,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,
Final Boards2_ak2051.pdf,ak2051,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,check email
Avi Merrmelstein ARM2200 2013 Indesign final Presentation (2).pdf,arm2200,Completed,Lightweight Bond,$16.00 ,17.42,13-Aug,12:23 AM,30X40,drp2122,Paid,
"maa2244 - Allam, Mohamed_2013_CooperKirchman_Courtney_S9.pdf",maa2244,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,
mwg2119_2013_CCooperMKirchman_MGraham_Final_Board.pdf,mwg2119,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,
KS3112.pdf,ks3112,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,check email
JJ2680_Panels.pdf,jj2680,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,
yh2630_key.pdf,yh2630,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,
nl2448_Final Board2.pdf,nl2448,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,13x19 (x2),drp2122,Paid,
Final_su2180.pdf,su2180,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,
ejl2160_FINAL.pdf,ejl2160,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,
final board-1-2-ww2344.pdf,ww2344,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,
FinalBoard_Leung_ngf2107.pdf,ngf2107,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),drp2122,Unpaid,
xq2127_final_board.pdf,xq2127,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,
"cz2317(1, 2).pdf",cz2317,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),xf2130,Paid,
Final xc2260 (2).pdf, xc2260,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40 (x2),xf2130,Paid,
Studio Final kw2537.pdf,kw2537,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40 (x2),xf2130,Paid,
cmj2160_BAM_Boards_FINAL FINAL.pdf,cmj2160,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x42 (x2),xf2130,Paid,
"DJS2219_Final 1,2.pdf",DJS2219,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x42 (x2),xf2130,Paid,NEXT TIME SCALE TEMPLATE PROPERLY. PALCE WITHIN BOUNDRIES OF BROWN LAYER.
rc2866_Final_20130813.pdf,rc2866,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x42 (x2),xf2130,Paid,
zs2240_studio final boards.pdf,zs2240,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x42 (x2),xf2130,Paid,
JAH2246-FinalBoards.pdf,jah2246,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,36x48 (x2),xf2130,Paid,
CKN 2110 p2.pdf,CKN 2110,Completed,Lightweight Bond,$16.00 ,17.42,13-Aug,12:23 AM,30x40,xf2130,Student Error,
"CEL2155_CLevenson_Board 1, 2.pdf",cel2155,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,36x48 (x2),xf2130,Paid,
CKN 2110.pdf,CKN 2110,Completed,Lightweight Bond,$16.00 ,17.42,13-Aug,12:23 AM,30x40,xf2130,Paid,check email
CKN 2110 p1 v2.pdf; CKN 2110 p2 v2.pdf,ckn2110,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),lmw2163,Student Error,check email
BAM_FINAL_mal2267.pdf,mal2267,Completed,Heavyweight Bond,$32.00 ,34.84,13-Aug,,30x40 (x2),xf2130,Paid,
yz2598_Final Board.pdf,yz2598,Completed,Heavyweight Bond,$42.00 ,45.73,13-Aug,8:32 PM,36x83,xf2130,Paid,
en2322_eng.pdf,en2322,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,8:35 PM,30x40 (x2),xf2130,Paid,
FinalBoard_30x40_jfk2133.pdf,jfk2133,Completed,Heavyweight Bond,$24.00 ,26.13,13-Aug,12:23 AM,30x40,xf2130,Paid,
final dvp2106 boards1.pdf,dvp2106,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),xf2130,Paid,
JAH2246-FinalBoards.pdf,jah2246,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,36 x 48 (x2),xf2130,Paid,
mih2113_final boards.pdf,mih2113,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x80,xf2130,Paid,
HX2155-han-boards-FINAL.pdf,hx2155,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40 (x2),xf2130,Unpaid,
ajb2245 BOLTON FINAL PROJECT_V4.pdf,ajb2245,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40 (x2),lmw2163,Unpaid,size mismatch
Pin up_1_mjw2206_Rev 2.pdf,mjw2206,Completed,Lightweight Bond,$28.00 ,30.49,13-Aug,12:23 AM,30x80,sbb2152,Unpaid,
jmg2280_FinalBoards.pdf.pdf,jmg2280,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,22x34x2 rotated incorrectly,,Paid,
jmg2280_FinalBooklet.pdf.pdf,jmg2280,Completed,Lightweight Bond,$36.00 ,39.2,13-Aug,12:23 AM,11x17x6,,Unpaid,
csl2160 FINAL BOARDS7.pdf,csl2160,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40x2,sbb2152,Paid,size mismatch
rv2323board30x40x2.pdf,rv2323,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,
rc2866_Final_20130814.pdf,rc2866,Completed,Heavyweight Bond,$24.00 ,26.13,13-Aug,12:23 AM,30x40,sbb2152,Unpaid,
FinalBoard-zhm2103.pdf,zhm2103,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40x2,sbb2152,Paid,
dad2171.pdf 1+2,dad2171,Completed,"Satin ""Semi"" Gloss",$72.00 ,78.39,13-Aug,12:23 AM,30x40x2,sbb2152,Paid,
yp2344_Final_20130814.PDF,yp2344,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40x2,sbb2152,Paid,CHECK EMAIL!
XQ2127_Final_Board.pdf,xq2127,Completed,Lightweight Bond,$16.00 ,17.42,13-Aug,12:23 AM,30x40,drp2122,Paid,
mje2130 final draft.pdf,mje2130,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40x2,sbb2152,Unpaid,
JGC2139_Board - Final.pdf,jgc2139,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40x2,sbb2152,Paid,
mgm2170 MSRED FINAL.pdf,mgm2170,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,36x48x2,sbb2152,Paid,
FINAL Boards_Karen Kemp_kdk2127.pdf,kdk2127,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40x2,sbb2152,Paid,
WGT2104 Final Boards.ai,wgt2104,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40x2,sbb2152,Paid,"Incorrect use of template.  Do not change layer colors or use line weights, must resubmit job."
Board_30x40_ZW2256.pdf,zw2256,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,
dd2702_Final Presentation.pdf,dd2702,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,
gt2314 Final Board 80x30.pdf,gt2314,Completed,Heavyweight Bond,$42.00 ,45.73,13-Aug,12:23 AM,30x80,sbb2152,Paid,
xy2224.pdf,xy2224,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,
FinalBoard_30x40_jfk2133.pdf,jfk2133,Completed,Heavyweight Bond,$24.00 ,26.13,13-Aug,12:23 AM,30x40,sbb2152,Unpaid,
jmg2280_FinalBoards.pdf.pdf,jmg2280,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),drp2122,Paid,
Board - CAC2247.pdf,cac2247,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),drp2122,,check email
ag3300_Boards Final.pdf,ag3300,Completed,Heavyweight Bond,$42.00 ,45.73,13-Aug,12:23 AM,30x80,sbb2152,Paid,
SECOND PG_ final Boards_Karen Kemp_kdk2127.pdf,kdk2127,Completed,Lightweight Bond,$16.00 ,17.42,13-Aug,12:23 AM,30X40,lmw2163,Paid,
pk2446.pdf,pk2446,Completed,Heavyweight Bond,$42.00 ,45.73,13-Aug,12:23 AM,30X40 (x2),lmw2163,Paid,
,,,,,,14-Aug,,,,,
tf2333_drawingwithdata.jpg,tf2333,Completed,Heavyweight Bond,$24.00 ,26.13,15-Aug,12:23 AM,36x48,sbb2152,Paid,
yw2565 drawing with data.pdf,yw2565,Completed,Heavyweight Bond,$24.00 ,26.13,15-Aug,12:23 AM,36x48,"sbb2,152",Unpaid,
alh2185_SU13_03.pdf,alh2185,Completed,Lightweight Bond,$8.00 ,8.71,15-Aug,12:23 AM,24x24,lmw2163,Paid,
DWDFINAL B3_NS2950.pdf; DWDFINAL B2_NS2950.pdf; DWDFINAL B1_NS2950.pdf,ns2950,Completed,Heavyweight Bond,$36.00 ,39.2,15-Aug,4:50 PM,24x24 (x3),lmw2163,Paid,
SDA2123_final_dwd_02.pdf,sda2123,Completed,Heavyweight Bond,$12.00 ,13.07,15-Aug,4:53 PM,24x36,lmw2163,Paid,check e-mail
laminas b NS2950.pdf,ns2950,Completed,Heavyweight Bond,$36.00 ,39.2,15-Aug,4:57 PM,36x72,lmw2163,Paid,
corte_mhs2185_heavyweightbond_24x24.pdf; descriptiva_mhs2185_heavyweightbond_24x24.pdf,mhs2185,Completed,Heavyweight Bond,$24.00 ,26.13,15-Aug,4:57 PM,36x24 (x2),lmw2163,Paid,
drawingfinal_dm2995.pdf,dm2995,Completed,Heavyweight Bond,$24.00 ,26.13,15-Aug,6:04 PM,36 x 48,xf2130,Paid,
mhs2185_lamina de propuesta-01.tif,mhs2185,Completed,Heavyweight Bond,$12.00 ,13.07,15-Aug,6:10 PM,24x36,xf2130,Student Error,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,did not use template
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,"kirdm,"
,,,,,,,,,,,check email
,,,,,,,,,,,
,,,,,,,,,,,check email
,,,,,,,,,,,
,,,,,,,,,,,check email
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,check email
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,check email
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,check email
